"sentiment__document__score","sentiment__document__label","language","entities__emotion__anger","entities__emotion__joy","entities__emotion__sadness","entities__emotion__fear","entities__emotion__disgust","entities__count","entities__sentiment__score","entities__sentiment__label","entities__text","entities__disambiguation__subtype__-","entities__relevance","entities__type","relations__score","relations__type","relations__arguments__text","relations__arguments__location__001","relations__arguments__location__002","relations__arguments__entities__text","relations__arguments__entities__type","relations__sentence","keywords__relevance","keywords__text","keywords__emotion__anger","keywords__emotion__joy","keywords__emotion__sadness","keywords__emotion__fear","keywords__emotion__disgust","keywords__sentiment__score","keywords__sentiment__label","usage__text_characters","usage__features","usage__text_units","categories__score","categories__label"
"","","","","","","","","","","","","","","","0.61993","locatedAt","Israel","19918","19924","Israel","GeopoliticalEntity","I want one was the location of your emergency I know that one we are we are sure you know and my husband s been attacked by a bear there has been been attacked by a bear yeah I just go to dinner reporter Mike is right where Israel here where is your husband he got the part he got the bottom of my driveway and are surprised to get back in the house no I don t know yet if he came to he finished al assad s okay okay we get clubs to depart I am going to somebody that you can go ahead go ahead okay hold up they ll tell', 'the world three', '","0.207771","HESITATION building","0.118371","0.346904","0.205978","0.191331","0.046057","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","here","19925","19929","here","GeopoliticalEntity","","0.207112","Britain HESITATION","0.281122","0.031929","0.542971","0.158302","0.158344","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","0.693774","spouseOf","your","19939","19943","your","Person","I want one was the location of your emergency I know that one we are we are sure you know and my husband s been attacked by a bear there has been been attacked by a bear yeah I just go to dinner reporter Mike is right where Israel here where is your husband he got the part he got the bottom of my driveway and are surprised to get back in the house no I don t know yet if he came to he finished al assad s okay okay we get clubs to depart I am going to somebody that you can go ahead go ahead okay hold up they ll tell', 'the world three', '","0.206664","HESITATION officials","0.203673","0.278533","0.46773","0.1799","0.038681","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","husband","19944","19951","husband","Person","","0.202892","HESITATION kind","0.290626","0.382735","0.214292","0.115512","0.117639","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","0.480173","locatedAt","I","20047","20048","I","Person","I want one was the location of your emergency I know that one we are we are sure you know and my husband s been attacked by a bear there has been been attacked by a bear yeah I just go to dinner reporter Mike is right where Israel here where is your husband he got the part he got the bottom of my driveway and are surprised to get back in the house no I don t know yet if he came to he finished al assad s okay okay we get clubs to depart I am going to somebody that you can go ahead go ahead okay hold up they ll tell', 'the world three', '","0.200158","Hollinger HESITATION","0.176029","0.277988","0.468136","0.15805","0.0571","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","house","20038","20043","house","Facility","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.443662","agentOf","he","20489","20491","he","Person","but I definitely think he yes uhhuh pleases crashed into the into the Hudson River you expand BBC hardly know your tennis crashed into the Hudson River I doubt it in my gosh owning a guy in the Victorian era bighorn just now we live definitely can sway over a I was threatened all I got one Russian names are alright sure is like where you flowing disappear out of Florida just got the government like that was the largest more Plano what it looked it looked like all your bets going like a good place our our services already there are to be there for the police cities one ninety nice to know I m down there already Norris a right they are sending everybody is kind of scary while no one offered each one X one here I would listen to if we re going garlic all'","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","crashed","20510","20517","crashed","NaturalDisaster","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.41655","locatedAt","crashed","20510","20517","crashed","NaturalDisaster","but I definitely think he yes uhhuh pleases crashed into the into the Hudson River you expand BBC hardly know your tennis crashed into the Hudson River I doubt it in my gosh owning a guy in the Victorian era bighorn just now we live definitely can sway over a I was threatened all I got one Russian names are alright sure is like where you flowing disappear out of Florida just got the government like that was the largest more Plano what it looked it looked like all your bets going like a good place our our services already there are to be there for the police cities one ninety nice to know I m down there already Norris a right they are sending everybody is kind of scary while no one offered each one X one here I would listen to if we re going garlic all'","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","Hudson River","20536","20548","Hudson River","GeographicFeature","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.622495","affectedBy","you","20549","20552","you","Person","but I definitely think he yes uhhuh pleases crashed into the into the Hudson River you expand BBC hardly know your tennis crashed into the Hudson River I doubt it in my gosh owning a guy in the Victorian era bighorn just now we live definitely can sway over a I was threatened all I got one Russian names are alright sure is like where you flowing disappear out of Florida just got the government like that was the largest more Plano what it looked it looked like all your bets going like a good place our our services already there are to be there for the police cities one ninety nice to know I m down there already Norris a right they are sending everybody is kind of scary while no one offered each one X one here I would listen to if we re going garlic all'","","","","","","","","","","","","","",""
